TTDDrugID	TTDTargetID	targetName	actions
D03DAP	T12819	E3 ubiquitin protein ligase COP1	Modulator
D0U5SI	T12819	E3 ubiquitin protein ligase COP1	Modulator
D0J2KV	T12819	E3 ubiquitin protein ligase COP1	Modulator
D03DDR	T12819	E3 ubiquitin protein ligase COP1	Modulator
D01PJR	T12819	E3 ubiquitin protein ligase COP1	Modulator
D0I8CA	T10897	Acyl-CoA desaturase	Binder
D00GNJ	T97947	Guanylyl cyclase C	Activator
D06WKA	T97947	Guanylyl cyclase C	Activator
D07FEC	T97947	Guanylyl cyclase C	Modulator
D02KRS	T95678	Influenza A virus M2 protein	Inhibitor
D0TQ1G	T95678	Influenza A virus M2 protein	Inhibitor
D06TJJ	T70680	Organic anion transporter 1	Inhibitor
D0L7FM	T70680	Organic anion transporter 1	Blocker
D03ZBT	T69128	ROS1	Modulator
D04AIT	T64410	D-alanyl-D-alanine carboxypeptidase	Inhibitor
D01PLN	T64410	D-alanyl-D-alanine carboxypeptidase	Inhibitor
D0D1HA	T64410	D-alanyl-D-alanine carboxypeptidase	Inhibitor
D07JVS	T64410	D-alanyl-D-alanine carboxypeptidase	Binder
D00CSQ	T53748	Enoyl-ACP reductase	Binder
D07ESC	T47941	PDE4	Inhibitor
D0C8UE	T47941	PDE4	Inhibitor
D0B0SH	T47941	PDE4	Modulator
D0R4UW	T47941	PDE4	Modulator
D0O8JB	T46904	Secretin receptor	Binder
D0X7JN	T38179	Beta-lactamase	Inhibitor
D0QQ7D	T38179	Beta-lactamase	Inhibitor
D0B5MP	T37847	DNA polymerase	Modulator
D04AAW	T37847	DNA polymerase	Modulator
D07XSN	T37847	DNA polymerase	Inhibitor
D0OT0O	T37847	DNA polymerase	Inhibitor
D05ARP	T37847	DNA polymerase	Inhibitor
D07BYK	T37847	DNA polymerase	Inhibitor
D04QJD	T37847	DNA polymerase	Inhibitor
D05MFA	T37847	DNA polymerase	Modulator
D06GWF	T37847	DNA polymerase	Inhibitor
D09LWS	T33901	Niemann-Pick C1-like protein 1	Inhibitor
D09UXE	T31751	1-deoxy-D-xylulose-5-phosphate reductoisomerase	Binder
D02VMJ	T30372	Cruzipain	Inhibitor
D08DFX	T30085	SLGT2	Modulator
D01TNW	T30085	SLGT2	Modulator
D06ALD	T30085	SLGT2	Modulator
D03JSJ	T27445	Isoleucyl-tRNA synthetase (bacterial)	Modulator
D00EEL	T27376	GABA A receptor delta subunit	Modulator
D0I0DL	T22839	Elastase 1	Inhibitor
D0O5WD	T14558	Tryptase	Inhibitor
D05EAM	T14558	Tryptase	Inhibitor
D0T6WN	T14342	HIV-1 reverse transcriptase	Inhibitor
D03TGJ	T14342	HIV-1 reverse transcriptase	Modulator
D02WFK	T12187	D-alanine-D-alanine ligase A	Inhibitor
D00NNC	T10147	Receptor-type protein-tyrosine phosphatase S	Inhibitor
D0V1UW	T07137	4-hydroxyphenylpyruvate dioxygenase	Inhibitor
D0B2GI	T02777	SUR2-type K(ATP) channel	Blocker
D0O2SR	T02777	SUR2-type K(ATP) channel	Activator
D0N5YA	T02777	SUR2-type K(ATP) channel	Blocker
D06OIV	T02777	SUR2-type K(ATP) channel	Blocker
D0YA2L	T98708	Parathyroid hormone ligand	Modulator
D0F1EX	T88452	Corticosteroid-binding globulin	Binder
D0K7HU	T88452	Corticosteroid-binding globulin	Binder
D03IKT	T88452	Corticosteroid-binding globulin	Binder
D02VIT	T86674	Hemagglutinin	Inhibitor
D04CRL	T83611	HLA class II histocompatibility antigen, DRB1-1	Binder
D0F9BY	T73189	Fungal 1,3-beta-glucan synthase	Modulator
D00ZCN	T73189	Fungal 1,3-beta-glucan synthase	Modulator
D06TOE	T73189	Fungal 1,3-beta-glucan synthase	Modulator
D0M1VC	T66040	Penicillin binding protein 2	Inhibitor
D0A1CB	T66040	Penicillin binding protein 2	Modulator
D0H3TD	T66040	Penicillin binding protein 2	Binder
D0R5RR	T62553	Ribonucleoside-diphosphate reductase	Inhibitor
D07YDE	T57680	Soluble guanylate cyclase	Modulator
D07XVR	T57680	Soluble guanylate cyclase	Modulator
D00TRV	T40696	Topoisomerase IV	Modulator
D03IHU	T40696	Topoisomerase IV	Modulator
D01IXD	T40696	Topoisomerase IV	Modulator
D03CQE	T40696	Topoisomerase IV	Modulator
D0VR7W	T40696	Topoisomerase IV	Modulator
D02RSN	T40696	Topoisomerase IV	Modulator
D0ZV0Z	T40696	Topoisomerase IV	Modulator
D0K6GZ	T40696	Topoisomerase IV	Modulator
D00YZD	T39087	HIV integrase	Modulator
D0QD1G	T39087	HIV integrase	Modulator
D0I1FQ	T39087	HIV integrase	Modulator
D0M4VM	T34287	Mannose-6-phosphate isomerase	Inhibitor
D0PI2E	T34287	Mannose-6-phosphate isomerase	Inhibitor
D01GYT	T24634	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Inhibitor
D00MIN	T16792	Type I iodothyronine deiodinase	Inhibitor
D0L7VL	T13491	Equilibrative nucleoside transporter 1	Inhibitor
D09VXM	T05089	calcium activated channel anoctamin 1	Modulator
D08HZC	T93783	HIV-1 Tat protein	Inhibitor
D0X7XG	T84972	Elongation factor G	Inhibitor
D0S1ZB	T84581	Thioredoxin reductase, cytoplasmic	Inhibitor
D05BJD	T77009	Thioredoxin reductase	Modulator
D06PQT	T71690	Pyruvate decarboxylase	Cofactor
D0X9RY	T66350	Ras-related protein Rab-9A	Inhibitor
D0X5SD	T65291	Aldehyde dehydrogenase	Inhibitor
D06HZY	T59720	Bis(5'-adenosyl)-triphosphatase	Inhibitor
D0KR2J	T56518	DNA polymerase/reverse transcriptase	Modulator
D08EBN	T38052	Pyruvate:ferredoxin oxidoreductase	Modulator
D03FLC	T35135	Voltage-gated sodium channel	Blocker
D0X4RN	T35135	Voltage-gated sodium channel	Blocker
D0QL3P	T35135	Voltage-gated sodium channel	Blocker
D0H0KB	T35135	Voltage-gated sodium channel	Blocker
D0X0WU	T35135	Voltage-gated sodium channel	Modulator
D0Q4TK	T31230	Fumarate reductase flavoprotein subunit	Inhibitor
D08PCE	T31230	Fumarate reductase flavoprotein subunit	Inhibitor
D08QCJ	T31230	Fumarate reductase flavoprotein subunit	Inhibitor
D0R9BG	T28869	Urease	Inhibitor
D00TRV	T22348	Bacterial DNA gyrase	Modulator
D03IHU	T22348	Bacterial DNA gyrase	Modulator
D01IXD	T22348	Bacterial DNA gyrase	Modulator
D03CQE	T22348	Bacterial DNA gyrase	Modulator
D0VR7W	T22348	Bacterial DNA gyrase	Modulator
D0JL2K	T22348	Bacterial DNA gyrase	Modulator
D02RSN	T22348	Bacterial DNA gyrase	Modulator
D0ZV0Z	T22348	Bacterial DNA gyrase	Modulator
D0Q2PE	T22348	Bacterial DNA gyrase	Modulator
D03NHW	T22348	Bacterial DNA gyrase	Modulator
D0K6GZ	T22348	Bacterial DNA gyrase	Modulator
D03WPA	T22348	Bacterial DNA gyrase	Modulator
D0G3SH	T08378	Sodium-dependent vitamin C transporter 2	Activator
D06GBQ	T06770	Transmembrane glycoprotein gp41	Modulator
D0C6DT	T92687	H+ K+ ATPase	Modulator
D0M4HV	T92687	H+ K+ ATPase	Modulator
D01XNB	T92687	H+ K+ ATPase	Modulator
D0T6XX	T92687	H+ K+ ATPase	Modulator
D05OFX	T92078	Dihydropyrimidinase related protein 2	Modulator
D0B4DC	T78173	Fungal squalene epoxidase	Modulator
D01AYJ	T78173	Fungal squalene epoxidase	Modulator
D0HF0W	T74166	Nicotinic acetylcholine receptor alpha3/beta4	Modulator
D0Y3MO	T72657	30S ribosomal subunit	Binder
D02GAC	T72657	30S ribosomal subunit	Binder
D0R9WP	T72657	30S ribosomal subunit	Binder
D05JNI	T72657	30S ribosomal subunit	Binder
D0YV1Q	T72657	30S ribosomal subunit	Binder
D04VEJ	T72657	30S ribosomal subunit	Binder
D07JHH	T72657	30S ribosomal subunit	Binder
D0H1AR	T72657	30S ribosomal subunit	Binder
D08LTU	T72657	30S ribosomal subunit	Binder
D0RD0N	T72657	30S ribosomal subunit	Binder
D07JZF	T72657	30S ribosomal subunit	Binder
D0J2NK	T72657	30S ribosomal subunit	Binder
D04NDM	T72657	30S ribosomal subunit	Binder
D05AFR	T72657	30S ribosomal subunit	Binder
D02PCR	T72657	30S ribosomal subunit	Binder
D0N0EQ	T72657	30S ribosomal subunit	Binder
D08NQZ	T72657	30S ribosomal subunit	Binder
D0G4OD	T72657	30S ribosomal subunit	Binder
D0CL9S	T71501	HBV polymerase	Inhibitor
D0C1SF	T71484	Human keratin	Inducer
D05VGL	T67282	Fungal aureus leucyl-tRNA synthetase	Inhibitor
D02NJA	T65570	Alcohol dehydrogenase 1A	Modulator
D0Y6CE	T63967	Nicotinic ACh receptor alpha 4/beta 2	Modulator
D0LM4A	T63967	Nicotinic ACh receptor alpha 4/beta 2	Modulator
D0E2OU	T63140	Integral membrane protein LmrP	Modulator
D05KBU	T62905	Sodium-dependent multivitamin transporter	Modulator
D02ZTJ	T56556	5-aminoimidazole-4-carboxamidoribonucleotide (AICAR) transformylase	Inhibitor
D08KBK	T53601	Bacteria 50S ribosomal subunit	Modulator
D0RE6T	T51593	Tryptophan hydroxylase	Modulator
D06TJJ	T35445	Mothers against decapentaplegic homolog 3	Inhibitor
D0O4GY	T34239	Protoporphyrinogen oxidase	Modulator
D0W9MM	T28661	Tubulin beta-2 chain	Inhibitor
D0Z7ZM	T24211	C1 esterase inhibitor	Modulator
D00AOJ	T23459	Epstein-Barr virus envelope glycoprotein gp340	Modulator
D04UKC	T19693	Soluble guanylyl cyclase 	Modulator
D0A4YE	T19244	Cytochrome P450 2C9	Modulator
D0R6RU	T18468	BCR/ABL protein	Inhibitor
D0MA9N	T16761	Pneumocystis carinii dihydropteroate synthase	Modulator
D09YHJ	T16047	Glutamate-gated chloride channel	Activator
D0A4IJ	T15352	HIV reverse transcriptase	Inhibitor
D0ML1F	T15352	HIV reverse transcriptase	Modulator
D0G6SD	T15352	HIV reverse transcriptase	Modulator
D06FDR	T15352	HIV reverse transcriptase	Inhibitor
D07HVY	T15352	HIV reverse transcriptase	Modulator
D0S9SD	T15352	HIV reverse transcriptase	Modulator
D0BP9C	T15352	HIV reverse transcriptase	Modulator
D07TQV	T15352	HIV reverse transcriptase	Modulator
D0O2EM	T15352	HIV reverse transcriptase	Modulator
D0Z8EX	T15352	HIV reverse transcriptase	Inhibitor
D0D9HW	T15352	HIV reverse transcriptase	Inhibitor
D0R3FP	T15352	HIV reverse transcriptase	Modulator
D0Z9QR	T15352	HIV reverse transcriptase	Inhibitor
D01XYJ	T15352	HIV reverse transcriptase	Inhibitor
D09EGZ	T07289	Duffy antigen chemokine receptor	Modulator
D0VT8P	T06063	DNA polymerase (HSV-2)	Inhibitor
D05QNO	T04689	Nicotinic acetylcholine receptor subunit alpha-1	Modulator
D0M3QP	T03917	Sodium/potassium-transporting ATPase	Inhibitor
D02OZE	T03917	Sodium/potassium-transporting ATPase	Inhibitor
D0V3YT	T03896	Hepatitis C virus serine protease NS3/4A	Modulator
D00TLP	T03896	Hepatitis C virus serine protease NS3/4A	Modulator
D0X9CH	T03896	Hepatitis C virus serine protease NS3/4A	Modulator
